paths,mc_price,analytical_price,absolute_error,standard_error,runtime_seconds
1000,10.778278594652891,10.450583572185565,0.32769502246732607,0.49134234814776312,8.1994000000000001e-05
10000,10.629806844398733,10.450583572185565,0.17922327221316792,0.14818162954873607,0.00080137100000000005
100000,10.512032159821006,10.450583572185565,0.061448587635441143,0.046855725113059146,0.0045737290000000003
1000000,10.47234309907218,10.450583572185565,0.021759526886615532,0.014749618365213544,0.041808462999999997
5000000,10.448001915755054,10.450583572185565,0.0025816564305110035,0.006584481126286526,0.209001821
